Name,class,prediction
neg\00001147.png,0,0
neg\00001148.png,0,0
neg\00001149.png,0,0
neg\00001150.png,0,0
neg\00001153.png,0,0
neg\00001154.png,0,0
neg\00001155.png,0,0
neg\00001156.png,0,0
neg\00001157.png,0,0
neg\00001158.png,0,0
neg\00001159.png,0,0
neg\00001160.png,0,0
neg\00001161.png,0,0
neg\00001162.png,0,0
neg\00001163.png,0,0
neg\00001165.png,0,0
neg\00001166.png,0,0
neg\00001167.png,0,0
neg\00001168.png,0,0
neg\00001169.png,0,0
neg\00001170.png,0,0
neg\00001171.png,0,0
neg\00001172.png,0,0
neg\00001173.png,0,0
neg\00001176.png,0,0
neg\00001177.png,0,0
neg\00001178.png,0,0
neg\00001179.png,0,0
neg\00001180.png,0,0
neg\00001181.png,0,0
neg\00001192.png,0,0
neg\00001193.png,0,0
neg\00001194.png,0,0
neg\00001202.png,0,0
neg\00001203.png,0,0
neg\00001204.png,0,0
neg\00001205.png,0,0
neg\00001207.png,0,0
neg\00001208.png,0,0
neg\00001209.png,0,0
neg\00001210.png,0,0
neg\00001211.png,0,0
neg\00001212.png,0,0
neg\00001214.png,0,0
neg\00001215.png,0,0
neg\00001216.png,0,0
neg\00001217.png,0,0
neg\00001218.png,0,0
neg\00001219.png,0,0
neg\00001220.png,0,0
neg\00001221.png,0,0
neg\00001222.png,0,0
neg\00001223.png,0,0
neg\00001224.png,0,0
neg\00001225.png,0,0
neg\00001226.png,0,0
neg\00001227.png,0,0
neg\00001228.png,0,0
neg\00001231.png,0,0
neg\00001232.png,0,0
neg\00001233.png,0,0
neg\00001234.png,0,0
neg\00001236.png,0,0
neg\00001240.png,0,0
neg\00001241.png,0,0
neg\00001242.png,0,0
neg\00001243.png,0,0
neg\00001247.png,0,0
neg\00001249.png,0,0
neg\00001250.png,0,0
neg\00001251.png,0,0
neg\00001253.png,0,0
neg\00001254.png,0,0
neg\00001255.png,0,0
neg\00001256.png,0,0
neg\00001257.png,0,0
neg\00001258.png,0,0
neg\00001259.png,0,0
neg\00001260.png,0,0
neg\00001262.png,0,0
neg\00001263.png,0,0
neg\00001265.png,0,0
neg\00001269.png,0,0
neg\00001270.png,0,0
neg\00001271.png,0,0
neg\00001272.png,0,0
neg\00001273.png,0,0
neg\00001279.png,0,0
neg\00001280.png,0,0
neg\00001292.png,0,0
neg\00001293.png,0,0
neg\00001294.png,0,0
neg\00001301.png,0,0
neg\00001304.png,0,0
neg\00001305.png,0,0
neg\00001307.png,0,0
neg\00001308.png,0,0
neg\00001309.png,0,0
neg\00001319.png,0,0
neg\00001324.png,0,0
neg\00001325.png,0,0
neg\00001326.png,0,0
neg\00001327.png,0,0
neg\00001328.png,0,0
neg\00001329.png,0,0
neg\00001330.png,0,0
neg\00001331.png,0,0
neg\00001332.png,0,0
neg\00001335.png,0,0
neg\00001337.png,0,0
neg\00001338.png,0,0
neg\00001342.png,0,0
neg\00001343.png,0,0
neg\00001344.png,0,0
neg\00001348.png,0,0
neg\00001349.png,0,0
neg\00001350.png,0,0
neg\00001352.png,0,0
neg\00001353.png,0,0
neg\00001354.png,0,0
neg\00001355.png,0,0
neg\00001356.png,0,0
neg\00001358.png,0,0
neg\00001361.png,0,0
neg\00001362.png,0,0
neg\00001369.png,0,0
neg\00001370.png,0,0
neg\00001371.png,0,0
neg\00001372.png,0,0
neg\00001373.png,0,0
neg\00001374.png,0,0
neg\00001375.png,0,0
neg\00001376.png,0,0
neg\00001377.png,0,0
neg\00001378.png,0,0
neg\00001379.png,0,0
neg\00001380.png,0,0
neg\00001381.png,0,0
neg\00001382.png,0,0
neg\00001383.png,0,0
neg\00001385.png,0,0
neg\00001386.png,0,0
neg\00001387.png,0,0
neg\00001388.png,0,0
neg\00001389.png,0,0
neg\00001390.png,0,0
neg\00001391.png,0,0
neg\00001392.png,0,0
neg\00001393.png,0,0
neg\00001394.png,0,0
neg\00001395.png,0,0
neg\00001396.png,0,0
neg\00001401.png,0,0
neg\00001402.png,0,0
neg\00001405.png,0,0
neg\00001406.png,0,0
neg\00001407.png,0,0
neg\00001408.png,0,0
neg\00001409.png,0,0
neg\00001410.png,0,0
neg\00001411.png,0,0
neg\00001412.png,0,0
neg\00001413.png,0,0
neg\00001414.png,0,0
neg\00001415.png,0,0
neg\00001416.png,0,0
neg\00001417.png,0,0
neg\00001418.png,0,0
neg\00001419.png,0,0
neg\00001420.png,0,0
neg\00001421.png,0,0
neg\00001422.png,0,0
neg\00001425.png,0,0
neg\00001427.png,0,0
neg\00001431.png,0,0
neg\00001432.png,0,0
neg\00001433.png,0,0
neg\00001434.png,0,0
neg\00001435.png,0,0
neg\00001436.png,0,0
neg\00001437.png,0,0
neg\00001438.png,0,0
neg\00001439.png,0,0
neg\00001440.png,0,0
neg\00001441.png,0,0
neg\00001442.png,0,0
neg\00001443.png,0,0
neg\00001444.png,0,0
neg\00001445.png,0,0
neg\00001447.png,0,0
neg\00001448.png,0,0
neg\00001449.png,0,0
neg\00001450.png,0,0
neg\00001452.png,0,0
neg\00001453.png,0,0
neg\00001454.png,0,0
neg\00001455.png,0,0
neg\00001456.png,0,0
neg\00001457.png,0,0
neg\00001459.png,0,0
neg\01-03f.jpg,0,0
neg\D2004-01-03_17h26m13s.jpg,0,0
neg\D2004-01-04_17h01m28s.jpg,0,0
neg\D2004-01-24_16h17m48s.jpg,0,0
neg\D2004-03-12_11h12m05s.jpg,0,0
neg\D2004-03-12_11h55m08s.jpg,0,0
neg\D2004-03-12_14h48m42s.jpg,0,0
neg\D2004-03-12_17h50m02s.jpg,0,0
neg\D2004-04-11_11h51m15s.jpg,0,0
neg\D2004-04-11_13h54m18s.jpg,0,0
neg\D2004-04-11_14h01m45s.jpg,0,0
neg\D2004-04-11_14h09m24s.jpg,0,0
neg\D2004-04-25_12h04m32s.jpg,0,0
neg\D2004-04-25_14h40m04s.jpg,0,0
neg\D2004-05-08_10h26m52s.jpg,0,0
neg\D2004-05-10_16h22m42s.jpg,0,0
neg\D2004-05-10_18h03m03s.jpg,0,0
neg\D2004-05-10_18h36m17s.jpg,0,0
neg\D2004-05-11_18h44m38s.jpg,0,0
neg\D2004-05-11_21h37m10s.jpg,0,0
neg\D2004-05-12_18h05m32s.jpg,0,0
neg\D2004-05-14_13h25m18s.jpg,0,0
neg\D2004-05-14_19h36m25s.jpg,0,0
neg\D2004-05-14_19h43m31s.jpg,0,0
neg\D2004-05-16_10h02m38s.jpg,0,0
neg\D2004-05-16_11h23m43s.jpg,0,0
neg\D2004-05-16_11h41m51s.jpg,0,0
neg\D2004-05-16_11h43m48s.jpg,0,0
neg\D2004-05-16_13h58m11s.jpg,0,0
neg\D2004-05-16_15h52m20s.jpg,0,0
neg\D2004-05-16_19h11m16s.jpg,0,0
neg\D2004-05-30_10h50m43s.jpg,0,0
neg\D2004-05-30_12h07m51s.jpg,0,0
neg\D2004-05-30_14h08m24s.jpg,0,0
neg\D2004-06-28_00h53m14s.jpg,0,0
neg\D2004-07-06_09h14m47s.jpg,0,0
neg\D2004-07-06_09h22m45s.jpg,0,0
neg\D2004-07-06_11h10m42s.jpg,0,0
neg\D2004-07-06_11h50m53s.jpg,0,0
neg\D2004-07-06_13h56m23s.jpg,0,0
neg\D2004-07-06_13h59m38s.jpg,0,0
neg\D2004-07-06_14h00m20s.jpg,0,0
neg\D2004-07-06_14h59m24s.jpg,0,0
neg\D2004-07-07_04h31m36s.jpg,0,0
neg\D2004-07-07_04h40m20s.jpg,0,0
neg\D2004-07-07_07h46m43s.jpg,0,0
neg\D2004-07-08_05h01m32s.jpg,0,0
neg\D2004-07-08_23h18m59s.jpg,0,0
neg\D2004-07-08_23h27m44s.jpg,0,0
neg\D2004-07-08_23h55m07s.jpg,0,0
neg\D2004-07-09_01h05m35s.jpg,0,0
neg\D2004-07-09_17h00m44s.jpg,0,0
neg\D2004-07-09_18h11m16s.jpg,0,0
neg\D2004-07-09_18h17m15s.jpg,0,0
neg\D2004-07-09_19h08m37s.jpg,0,0
neg\D2004-07-09_20h02m53s.jpg,0,0
neg\D2004-07-09_21h27m05s.jpg,0,0
neg\D2004-07-09_21h52m21s.jpg,0,0
neg\D2004-07-09_22h25m11s.jpg,0,0
neg\D2004-07-09_22h30m55s.jpg,0,0
neg\D2004-07-10_02h54m18s.jpg,0,0
neg\D2004-07-18_13h21m58s.jpg,0,0
neg\D2004-07-18_15h56m59s.jpg,0,0
neg\D2004-07-25_11h25m12s.jpg,0,0
neg\D2004-07-25_12h26m41s.jpg,0,0
neg\D2004-08-07_14h38m48s.jpg,0,0
neg\D2004-08-16_10h13m11s.jpg,0,0
neg\D2004-08-16_14h33m40s.jpg,0,0
neg\D2004-08-16_17h46m53s.jpg,0,0
neg\D2004-08-16_18h14m05s.jpg,0,0
neg\D2004-08-17_09h50m11s.jpg,0,0
neg\D2004-08-17_11h27m30s.jpg,0,0
neg\D2004-08-17_13h34m32s.jpg,0,0
neg\D2004-08-17_14h29m45s.jpg,0,0
neg\D2004-08-17_16h17m58s.jpg,0,0
neg\D2004-08-18_10h43m07s.jpg,0,0
neg\D2004-08-18_16h06m52s.jpg,0,0
neg\D2004-08-18_17h59m51s.jpg,0,0
neg\D2004-08-18_18h54m20s.jpg,0,0
neg\D2004-08-19_12h59m58s.jpg,0,0
neg\D2004-08-19_13h22m04s.jpg,0,0
neg\D2004-08-19_13h22m54s.jpg,0,0
neg\D2004-08-19_13h30m48s.jpg,0,0
neg\D2004-08-19_15h28m28s.jpg,0,0
neg\D2004-08-19_16h29m34s.jpg,0,0
neg\D2004-08-19_18h18m18s.jpg,0,0
neg\D2004-08-20_11h04m42s.jpg,0,0
neg\D2004-08-20_11h41m04s.jpg,0,0
neg\D2004-08-20_12h05m11s.jpg,0,0
neg\D2004-08-20_12h37m02s.jpg,0,0
neg\D2004-08-21_10h06m43s.jpg,0,0
neg\D2004-08-21_10h49m39s.jpg,0,0
neg\D2004-08-21_10h59m45s.jpg,0,0
neg\D2004-08-21_14h09m14s.jpg,0,0
neg\D2004-08-21_16h59m25s.jpg,0,0
neg\D2004-08-22_09h43m19s.jpg,0,0
neg\D2004-08-22_09h49m40s.jpg,0,0
neg\D2004-08-22_12h05m47s.jpg,0,0
neg\D2004-08-22_12h10m27s.jpg,0,0
neg\D2004-08-22_12h18m46s.jpg,0,0
neg\D2004-08-22_12h24m05s.jpg,0,0
neg\D2004-08-22_14h41m59s.jpg,0,0
neg\D2004-08-22_17h02m31s.jpg,0,0
neg\D2004-08-22_18h12m03s.jpg,0,0
neg\D2004-08-22_19h18m30s.jpg,0,0
neg\D2004-08-23_12h31m12s.jpg,0,0
neg\D2004-08-23_12h33m21s.jpg,0,0
neg\D2004-08-23_12h38m23s.jpg,0,0
neg\D2004-08-23_12h42m36s.jpg,0,0
neg\D2004-08-23_15h35m56s.jpg,0,0
neg\D2004-08-24_12h44m04s.jpg,0,0
neg\D2004-08-24_14h17m59s.jpg,0,0
neg\D2004-08-24_16h28m39s.jpg,0,0
neg\D2004-08-24_17h11m07s.jpg,0,0
neg\D2004-08-24_19h56m52s.jpg,0,0
neg\D2004-08-24_21h00m12s.jpg,0,0
neg\D2004-08-24_21h44m09s.jpg,0,0
neg\D2004-08-25_14h16m32s.jpg,0,0
neg\D2004-08-25_14h24m19s.jpg,0,0
neg\D2004-08-25_18h20m04s.jpg,0,0
neg\D2004-09-04_15h14m39s.jpg,0,0
neg\D2004-09-13_14h38m33s.jpg,0,0
neg\D2004-09-18_15h09m49s.jpg,0,0
neg\D2004-09-18_15h28m13s.jpg,0,0
neg\D2004-09-18_15h57m02s.jpg,0,0
neg\D2004-09-18_16h16m49s.jpg,0,0
neg\D2004-09-18_16h58m08s.jpg,0,0
neg\D2004-09-18_17h24m23s.jpg,0,0
neg\D2004-09-19_10h19m52s.jpg,0,0
neg\D2004-09-19_11h58m56s.jpg,0,0
neg\D2004-09-19_14h57m48s.jpg,0,0
neg\D2004-09-19_16h05m31s.jpg,0,0
neg\D2004-09-24_14h37m43s.jpg,0,0
neg\D2004-09-24_14h42m22s.jpg,0,0
neg\D2004-09-24_14h48m16s.jpg,0,0
neg\D2004-10-02_10h26m23s.jpg,0,0
neg\D2004-10-02_10h52m13s.jpg,0,0
neg\D2004-11-07_18h37m53s.jpg,0,0
neg\D2004-11-07_19h02m42s.jpg,0,1
neg\D2004-11-09_10h30m38s.jpg,0,0
neg\D2004-11-09_10h43m56s.jpg,0,0
neg\D2004-11-09_11h24m12s.jpg,0,0
neg\D2004-11-17_14h54m39s.jpg,0,0
neg\D2004-11-18_01h51m47s.jpg,0,0
neg\D2004-11-18_13h35m07s.jpg,0,0
neg\D2004-11-18_18h11m57s.jpg,0,0
neg\bike_003.png,0,0
neg\bike_006.png,0,0
neg\bike_009.png,0,0
neg\bike_012.png,0,0
neg\bike_015.png,0,0
neg\bike_018.png,0,0
neg\bike_021.png,0,0
neg\bike_024.png,0,0
neg\bike_027.png,0,0
neg\bike_030.png,0,0
neg\dsc00009.jpg,0,0
neg\dsc00179.jpg,0,0
neg\dsc00182.jpg,0,0
neg\dsc00197.jpg,0,0
neg\dsc00208.jpg,0,0
neg\dsc00232.jpg,0,0
neg\no_person__no_bike_003.png,0,0
neg\no_person__no_bike_006.png,0,0
neg\no_person__no_bike_009.png,0,0
neg\no_person__no_bike_012.png,0,0
neg\no_person__no_bike_015.png,0,0
neg\no_person__no_bike_018.png,0,0
neg\no_person__no_bike_021.png,0,0
neg\no_person__no_bike_024.png,0,0
neg\no_person__no_bike_027.png,0,0
neg\no_person__no_bike_030.png,0,0
neg\no_person__no_bike_033.png,0,0
neg\no_person__no_bike_036.png,0,0
neg\no_person__no_bike_039.png,0,0
neg\no_person__no_bike_042.png,0,0
neg\no_person__no_bike_045.png,0,0
neg\no_person__no_bike_048.png,0,0
neg\no_person__no_bike_051.png,0,0
neg\no_person__no_bike_054.png,0,0
neg\no_person__no_bike_057.png,0,0
neg\no_person__no_bike_060.png,0,0
neg\no_person__no_bike_063.png,0,0
neg\no_person__no_bike_066.png,0,0
neg\no_person__no_bike_069.png,0,0
neg\no_person__no_bike_072.png,0,0
neg\no_person__no_bike_075.png,0,0
neg\no_person__no_bike_078.png,0,0
neg\no_person__no_bike_081.png,0,0
neg\no_person__no_bike_084.png,0,0
neg\no_person__no_bike_087.png,0,0
neg\no_person__no_bike_090.png,0,0
neg\no_person__no_bike_093.png,0,0
neg\no_person__no_bike_096.png,0,0
neg\no_person__no_bike_099.png,0,0
neg\no_person__no_bike_102.png,0,0
neg\no_person__no_bike_105.png,0,0
neg\no_person__no_bike_108.png,0,0
neg\no_person__no_bike_111.png,0,0
neg\no_person__no_bike_114.png,0,0
neg\no_person__no_bike_117.png,0,0
neg\no_person__no_bike_120.png,0,0
neg\no_person__no_bike_123.png,0,0
neg\no_person__no_bike_126.png,0,0
neg\no_person__no_bike_129.png,0,0
neg\no_person__no_bike_132.png,0,0
neg\no_person__no_bike_135.png,0,0
neg\no_person__no_bike_138.png,0,0
neg\no_person__no_bike_141.png,0,0
neg\no_person__no_bike_144.png,0,0
neg\no_person__no_bike_148.png,0,0
neg\no_person__no_bike_151.png,0,0
neg\no_person__no_bike_154.png,0,0
neg\no_person__no_bike_157.png,0,0
neg\no_person__no_bike_160.png,0,0
neg\no_person__no_bike_163.png,0,0
neg\no_person__no_bike_167.png,0,0
neg\no_person__no_bike_170.png,0,0
neg\no_person__no_bike_173.png,0,0
neg\no_person__no_bike_176.png,0,0
neg\no_person__no_bike_179.png,0,0
neg\no_person__no_bike_182.png,0,0
neg\no_person__no_bike_185.png,0,0
neg\no_person__no_bike_188.png,0,0
neg\no_person__no_bike_191.png,0,0
neg\no_person__no_bike_194.png,0,0
neg\no_person__no_bike_197.png,0,0
neg\no_person__no_bike_200.png,0,0
neg\no_person__no_bike_203.png,0,0
neg\no_person__no_bike_206.png,0,0
neg\no_person__no_bike_209.png,0,0
neg\no_person__no_bike_212.png,0,0
neg\no_person__no_bike_215.png,0,0
neg\no_person__no_bike_218.png,0,0
neg\no_person__no_bike_221.png,0,0
neg\no_person__no_bike_224.png,0,0
neg\no_person__no_bike_227.png,0,0
neg\no_person__no_bike_230.png,0,0
neg\no_person__no_bike_233.png,0,0
neg\no_person__no_bike_236.png,0,0
neg\no_person__no_bike_239.png,0,0
neg\no_person__no_bike_242.png,0,0
neg\no_person__no_bike_245.png,0,0
neg\no_person__no_bike_248.png,0,0
neg\no_person__no_bike_251.png,0,0
neg\no_person__no_bike_254.png,0,0
neg\no_person__no_bike_257.png,0,0
neg\no_person__no_bike_260.png,0,0
neg\no_person__no_bike_263.png,0,0
neg\no_person__no_bike_266.png,0,0
neg\no_person__no_bike_270.png,0,0
neg\no_person__no_bike_273.png,0,0
neg\prefecture.jpg,0,0
pos\crop001501.png,1,1
pos\crop001504.png,1,0
pos\crop001511.png,1,1
pos\crop001512.png,1,1
pos\crop001514.png,1,1
pos\crop001520.png,1,1
pos\crop001521.png,1,1
pos\crop001522.png,1,1
pos\crop001531.png,1,1
pos\crop001533.png,1,1
pos\crop001544.png,1,1
pos\crop001545.png,1,1
pos\crop001546.png,1,1
pos\crop001549.png,1,1
pos\crop001555.png,1,1
pos\crop001566.png,1,1
pos\crop001573.png,1,1
pos\crop001574.png,1,1
pos\crop001590.png,1,1
pos\crop001593.png,1,1
pos\crop001602.png,1,0
pos\crop001604.png,1,1
pos\crop001607.png,1,1
pos\crop001631.png,1,1
pos\crop001633.png,1,1
pos\crop001634.png,1,1
pos\crop001638.png,1,1
pos\crop001639.png,1,1
pos\crop001641.png,1,1
pos\crop001653.png,1,1
pos\crop001654.png,1,1
pos\crop001658.png,1,1
pos\crop001659.png,1,1
pos\crop001660.png,1,0
pos\crop001661.png,1,1
pos\crop001664.png,1,1
pos\crop001670.png,1,1
pos\crop001676.png,1,1
pos\crop001682.png,1,1
pos\crop001683.png,1,1
pos\crop001684.png,1,1
pos\crop001688.png,1,1
pos\crop001704.png,1,0
pos\crop001706.png,1,1
pos\crop001715.png,1,1
pos\crop001716.png,1,1
pos\crop001718.png,1,1
pos\crop001719.png,1,1
pos\crop001722.png,1,1
pos\crop001723.png,1,1
pos\crop001724.png,1,1
pos\crop001725.png,1,1
pos\crop_000001.png,1,1
pos\crop_000002.png,1,1
pos\crop_000003.png,1,1
pos\crop_000004.png,1,1
pos\crop_000005.png,1,1
pos\crop_000006.png,1,1
pos\crop_000007.png,1,1
pos\crop_000008.png,1,1
pos\crop_000009.png,1,1
pos\crop_000012.png,1,1
pos\crop_000013.png,1,1
pos\crop_000015.png,1,1
pos\crop_000016.png,1,1
pos\crop_000017.png,1,1
pos\crop_000018.png,1,1
pos\crop_000019.png,1,1
pos\crop_000020.png,1,1
pos\crop_000021.png,1,1
pos\crop_000023.png,1,1
pos\crop_000024.png,1,1
pos\crop_000025.png,1,1
pos\crop_000026.png,1,1
pos\crop_000027.png,1,1
pos\crop_000604.png,1,1
pos\person_007.png,1,1
pos\person_008.png,1,1
pos\person_009.png,1,0
pos\person_010.png,1,1
pos\person_011.png,1,1
pos\person_012.png,1,1
pos\person_013.png,1,1
pos\person_014.png,1,1
pos\person_015.png,1,1
pos\person_026.png,1,1
pos\person_028.png,1,1
pos\person_029.png,1,1
pos\person_030.png,1,1
pos\person_032.png,1,1
pos\person_033.png,1,1
pos\person_034.png,1,1
pos\person_036.png,1,1
pos\person_037.png,1,1
pos\person_038.png,1,1
pos\person_039.png,1,1
pos\person_040.png,1,1
pos\person_051.png,1,1
pos\person_052.png,1,1
pos\person_053.png,1,1
pos\person_055.png,1,1
pos\person_056.png,1,1
pos\person_058.png,1,1
pos\person_059.png,1,1
pos\person_062.png,1,1
pos\person_063.png,1,1
pos\person_064.png,1,1
pos\person_065.png,1,1
pos\person_070.png,1,1
pos\person_071.png,1,1
pos\person_073.png,1,1
pos\person_075.png,1,1
pos\person_076.png,1,1
pos\person_085.png,1,1
pos\person_087.png,1,1
pos\person_088.png,1,1
pos\person_089.png,1,1
pos\person_090.png,1,1
pos\person_092.png,1,1
pos\person_093.png,1,1
pos\person_094.png,1,0
pos\person_095.png,1,1
pos\person_096.png,1,1
pos\person_098.png,1,1
pos\person_099.png,1,1
pos\person_100.png,1,1
pos\person_104.png,1,1
pos\person_105.png,1,1
pos\person_107.png,1,1
pos\person_115.png,1,1
pos\person_118.png,1,1
pos\person_120.png,1,1
pos\person_122.png,1,1
pos\person_127.png,1,1
pos\person_132.png,1,1
pos\person_134.png,1,1
pos\person_135.png,1,1
pos\person_136.png,1,1
pos\person_137.png,1,1
pos\person_138.png,1,1
pos\person_159.png,1,1
pos\person_161.png,1,1
pos\person_164.png,1,1
pos\person_186.png,1,1
pos\person_188.png,1,1
pos\person_189.png,1,1
pos\person_190.png,1,1
pos\person_191.png,1,1
pos\person_193.png,1,1
pos\person_194.png,1,1
pos\person_198.png,1,1
pos\person_200.png,1,0
pos\person_204.png,1,1
pos\person_206.png,1,1
pos\person_207.png,1,1
pos\person_210.png,1,1
pos\person_212.png,1,0
pos\person_216.png,1,1
pos\person_217.png,1,1
pos\person_218.png,1,1
pos\person_222.png,1,1
pos\person_230.png,1,1
pos\person_236.png,1,1
pos\person_246.png,1,1
pos\person_247.png,1,1
pos\person_248.png,1,1
pos\person_249.png,1,1
pos\person_250.png,1,1
pos\person_251.png,1,1
pos\person_255.png,1,1
pos\person_263.png,1,1
pos\person_265.png,1,1
pos\person_272.png,1,1
pos\person_280.png,1,1
pos\person_282.png,1,1
pos\person_290.png,1,1
pos\person_293.png,1,1
pos\person_303.png,1,1
pos\person_306.png,1,1
pos\person_314.png,1,1
pos\person_315.png,1,1
pos\person_316.png,1,1
pos\person_317.png,1,1
pos\person_318.png,1,1
pos\person_323.png,1,1
pos\person_325.png,1,1
pos\person_335.png,1,1
pos\person_336.png,1,1
pos\person_337.png,1,1
pos\person_347.png,1,1
pos\person_350.png,1,1
pos\person_and_bike_004.png,1,1
pos\person_and_bike_006.png,1,1
pos\person_and_bike_012.png,1,1
pos\person_and_bike_014.png,1,1
pos\person_and_bike_027.png,1,1
pos\person_and_bike_028.png,1,1
pos\person_and_bike_029.png,1,1
pos\person_and_bike_035.png,1,1
pos\person_and_bike_038.png,1,1
pos\person_and_bike_042.png,1,1
pos\person_and_bike_043.png,1,1
pos\person_and_bike_044.png,1,1
pos\person_and_bike_045.png,1,1
pos\person_and_bike_046.png,1,1
pos\person_and_bike_047.png,1,1
pos\person_and_bike_048.png,1,1
pos\person_and_bike_049.png,1,1
pos\person_and_bike_050.png,1,1
pos\person_and_bike_051.png,1,1
pos\person_and_bike_052.png,1,1
pos\person_and_bike_053.png,1,1
pos\person_and_bike_054.png,1,1
pos\person_and_bike_055.png,1,1
pos\person_and_bike_056.png,1,1
pos\person_and_bike_057.png,1,1
pos\person_and_bike_058.png,1,1
pos\person_and_bike_059.png,1,1
pos\person_and_bike_060.png,1,1
pos\person_and_bike_061.png,1,1
pos\person_and_bike_062.png,1,1
pos\person_and_bike_063.png,1,1
pos\person_and_bike_064.png,1,1
pos\person_and_bike_065.png,1,1
pos\person_and_bike_066.png,1,1
pos\person_and_bike_067.png,1,1
pos\person_and_bike_069.png,1,1
pos\person_and_bike_070.png,1,1
pos\person_and_bike_071.png,1,1
pos\person_and_bike_072.png,1,1
pos\person_and_bike_073.png,1,1
pos\person_and_bike_076.png,1,1
pos\person_and_bike_077.png,1,1
pos\person_and_bike_079.png,1,1
pos\person_and_bike_080.png,1,1
pos\person_and_bike_081.png,1,1
pos\person_and_bike_082.png,1,1
pos\person_and_bike_083.png,1,1
pos\person_and_bike_084.png,1,1
pos\person_and_bike_085.png,1,1
pos\person_and_bike_086.png,1,1
pos\person_and_bike_087.png,1,1
pos\person_and_bike_088.png,1,1
pos\person_and_bike_089.png,1,1
pos\person_and_bike_090.png,1,1
pos\person_and_bike_091.png,1,1
pos\person_and_bike_092.png,1,1
pos\person_and_bike_093.png,1,1
pos\person_and_bike_094.png,1,1
pos\person_and_bike_095.png,1,1
pos\person_and_bike_096.png,1,1
pos\person_and_bike_097.png,1,1
pos\person_and_bike_098.png,1,1
pos\person_and_bike_099.png,1,1
pos\person_and_bike_100.png,1,1
pos\person_and_bike_101.png,1,1
pos\person_and_bike_102.png,1,1
pos\person_and_bike_103.png,1,1
pos\person_and_bike_104.png,1,1
pos\person_and_bike_105.png,1,1
pos\person_and_bike_106.png,1,0
pos\person_and_bike_107.png,1,1
pos\person_and_bike_108.png,1,1
pos\person_and_bike_109.png,1,1
pos\person_and_bike_110.png,1,1
pos\person_and_bike_111.png,1,1
pos\person_and_bike_112.png,1,1
pos\person_and_bike_113.png,1,1
pos\person_and_bike_114.png,1,1
pos\person_and_bike_126.png,1,1
pos\person_and_bike_133.png,1,1
pos\person_and_bike_136.png,1,1
pos\person_and_bike_140.png,1,1
pos\person_and_bike_141.png,1,1
pos\person_and_bike_149.png,1,1
pos\person_and_bike_153.png,1,1
pos\person_and_bike_159.png,1,1
pos\person_and_bike_160.png,1,1
pos\person_and_bike_161.png,1,1
pos\person_and_bike_162.png,1,1
pos\person_and_bike_163.png,1,1
pos\person_and_bike_164.png,1,1
pos\person_and_bike_165.png,1,1
pos\person_and_bike_177.png,1,1
pos\person_and_bike_181.png,1,1
pos\person_and_bike_188.png,1,1
pos\person_and_bike_189.png,1,1
pos\person_and_bike_190.png,1,1
